ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2022-01-03T11:27:30.717360451Z,2022-01-03T11:27:30.717350090Z,10,2,27,C,N,3,178.280000000,28,130,10361,5018086,178.390000000,178.450000000,1,70,1,2,178.320000000,178.490000000,500,83,1,2,178.300000000,178.500000000,768,115,8,3,178.280000000,178.540000000,54,31,3,1,178.270000000,178.550000000,46,1,3,1,178.260000000,178.560000000,1,400,1,1,178.250000000,178.590000000,38,20,4,1,178.240000000,178.610000000,406,1,3,1,178.230000000,178.690000000,1,260,1,1,178.220000000,178.800000000,1,20,1,2,AAPL
2022-01-03T11:27:30.717420861Z,2022-01-03T11:27:30.717410204Z,10,2,27,A,N,2,178.310000000,28,130,10657,5018087,178.390000000,178.450000000,1,70,1,2,178.320000000,178.490000000,500,83,1,2,178.310000000,178.500000000,28,115,1,3,178.300000000,178.540000000,768,31,8,1,178.280000000,178.550000000,54,1,3,1,178.270000000,178.560000000,46,400,3,1,178.260000000,178.590000000,1,20,1,1,178.250000000,178.610000000,38,1,4,1,178.240000000,178.690000000,406,260,3,1,178.230000000,178.800000000,1,20,1,2,AAPL
2022-01-03T11:27:30.817685738Z,2022-01-03T11:27:30.817674815Z,10,2,27,A,N,1,178.320000000,400,130,10923,5018112,178.390000000,178.450000000,1,70,1,2,178.320000000,178.490000000,900,83,2,2,178.310000000,178.500000000,28,115,1,3,178.300000000,178.540000000,768,31,8,1,178.280000000,178.550000000,54,1,3,1,178.270000000,178.560000000,46,400,3,1,178.260000000,178.590000000,1,20,1,1,178.250000000,178.610000000,38,1,4,1,178.240000000,178.690000000,6,260,2,1,178.230000000,178.800000000,1,20,1,2,AAPL
2022-01-03T11:27:30.831332214Z,2022-01-03T11:27:30.831320329Z,10,2,10930,T,N,0,217.650000000,10,130,11885,5018118,217.400000000,217.680000000,1,3,1,2,217.380000000,217.690000000,25,1,1,1,217.370000000,217.800000000,100,21,1,1,217.320000000,217.910000000,100,23,1,1,217.240000000,217.980000000,9,70,3,1,217.200000000,218.000000000,4,19,1,4,217.100000000,218.040000000,20,100,1,1,217.060000000,218.160000000,41,1,1,1,216.780000000,219.000000000,12,37,4,4,216.760000000,219.290000000,100,1,1,1,V
2022-01-03T11:27:30.847218416Z,2022-01-03T11:27:30.847207848Z,10,2,10600,A,N,9,1133.500000000,1,130,10568,5018119,1135.050000000,1135.300000000,17,30,1,1,1135.000000000,1135.380000000,538,12,2,2,1134.920000000,1135.580000000,100,50,1,1,1134.530000000,1135.800000000,6,1,1,1,1134.500000000,1135.890000000,1,9,1,1,1134.300000000,1135.940000000,21,200,2,2,1134.230000000,1136.000000000,2,25,1,5,1134.000000000,1136.030000000,1021,1,3,1,1133.670000000,1136.230000000,9,6,1,1,1133.500000000,1136.390000000,1,100,1,1,TSLA
2022-01-03T11:27:31.108223885Z,2022-01-03T11:27:31.108213379Z,10,2,27,C,N,3,178.300000000,1,130,10506,5018341,178.390000000,178.450000000,1,70,1,2,178.320000000,178.490000000,900,83,2,2,178.310000000,178.500000000,28,115,1,3,178.300000000,178.540000000,767,31,7,1,178.280000000,178.550000000,54,1,3,1,178.270000000,178.560000000,46,400,3,1,178.260000000,178.590000000,1,20,1,1,178.250000000,178.610000000,38,1,4,1,178.240000000,178.690000000,6,260,2,1,178.230000000,178.800000000,1,20,1,2,AAPL
2022-01-03T11:27:31.113595396Z,2022-01-03T11:27:31.113584611Z,10,2,27,A,N,1,178.320000000,1,130,10785,5018347,178.390000000,178.450000000,1,70,1,2,178.320000000,178.490000000,901,83,3,2,178.310000000,178.500000000,28,115,1,3,178.300000000,178.540000000,767,31,7,1,178.280000000,178.550000000,54,1,3,1,178.270000000,178.560000000,46,400,3,1,178.260000000,178.590000000,1,20,1,1,178.250000000,178.610000000,38,1,4,1,178.240000000,178.690000000,6,260,2,1,178.230000000,178.800000000,1,20,1,2,AAPL
2022-01-03T11:27:31.138105809Z,2022-01-03T11:27:31.138094901Z,10,2,10600,A,N,0,1135.300000000,1,130,10908,5018350,1135.050000000,1135.300000000,17,31,1,2,1135.000000000,1135.380000000,538,12,2,2,1134.920000000,1135.580000000,100,50,1,1,1134.530000000,1135.800000000,6,1,1,1,1134.500000000,1135.890000000,1,9,1,1,1134.300000000,1135.940000000,21,200,2,2,1134.230000000,1136.000000000,2,25,1,5,1134.000000000,1136.030000000,1021,1,3,1,1133.670000000,1136.230000000,9,6,1,1,1133.500000000,1136.390000000,1,100,1,1,TSLA
2022-01-03T11:27:31.208249412Z,2022-01-03T11:27:31.208239107Z,10,2,10600,C,N,8,1136.230000000,6,130,10305,5018372,1135.050000000,1135.300000000,17,31,1,2,1135.000000000,1135.380000000,538,12,2,2,1134.920000000,1135.580000000,100,50,1,1,1134.530000000,1135.800000000,6,1,1,1,1134.500000000,1135.890000000,1,9,1,1,1134.300000000,1135.940000000,21,200,2,2,1134.230000000,1136.000000000,2,25,1,5,1134.000000000,1136.030000000,1021,1,3,1,1133.670000000,1136.390000000,9,100,1,1,1133.500000000,1136.500000000,1,50,1,1,TSLA
2022-01-03T11:27:31.208363786Z,2022-01-03T11:27:31.208352656Z,10,2,10600,A,N,7,1136.010000000,6,130,11130,5018373,1135.050000000,1135.300000000,17,31,1,2,1135.000000000,1135.380000000,538,12,2,2,1134.920000000,1135.580000000,100,50,1,1,1134.530000000,1135.800000000,6,1,1,1,1134.500000000,1135.890000000,1,9,1,1,1134.300000000,1135.940000000,21,200,2,2,1134.230000000,1136.000000000,2,25,1,5,1134.000000000,1136.010000000,1021,6,3,1,1133.670000000,1136.030000000,9,1,1,1,1133.500000000,1136.390000000,1,100,1,1,TSLA
2022-01-03T11:27:31.208438798Z,2022-01-03T11:27:31.208428242Z,10,2,27,C,N,2,178.310000000,28,130,10556,5018374,178.390000000,178.450000000,1,70,1,2,178.320000000,178.490000000,901,83,3,2,178.300000000,178.500000000,767,115,7,3,178.280000000,178.540000000,54,31,3,1,178.270000000,178.550000000,46,1,3,1,178.260000000,178.560000000,1,400,1,1,178.250000000,178.590000000,38,20,4,1,178.240000000,178.610000000,6,1,2,1,178.230000000,178.690000000,1,260,1,1,178.220000000,178.800000000,1,20,1,2,AAPL
2022-01-03T11:27:31.284766219Z,2022-01-03T11:27:31.284754584Z,10,2,7119,T,N,0,337.920000000,1,130,11635,5018394,337.700000000,337.930000000,14,187,7,1,337.630000000,338.000000000,10,1,1,1,337.620000000,338.060000000,6,15,1,1,337.610000000,338.250000000,5,1,1,1,337.600000000,338.400000000,4,100,2,1,337.550000000,338.500000000,30,9,1,3,337.520000000,338.580000000,10,1,1,1,337.500000000,338.800000000,13,4,4,2,337.460000000,338.850000000,17,1526,1,1,337.370000000,338.900000000,10,1,1,1,MSFT
2022-01-03T11:27:31.316846333Z,2022-01-03T11:27:31.316835506Z,10,2,10600,A,N,3,1135.780000000,100,130,10827,5018414,1135.050000000,1135.300000000,17,31,1,2,1135.000000000,1135.380000000,538,12,2,2,1134.920000000,1135.580000000,100,50,1,1,1134.530000000,1135.780000000,6,100,1,1,1134.500000000,1135.800000000,1,1,1,1,1134.300000000,1135.890000000,21,9,2,1,1134.230000000,1135.940000000,2,100,1,1,1134.000000000,1136.000000000,1021,25,3,5,1133.670000000,1136.010000000,9,6,1,1,1133.500000000,1136.030000000,1,1,1,1,TSLA
2022-01-03T11:27:31.948312498Z,2022-01-03T11:27:31.948302221Z,10,2,5993,C,N,1,159.860000000,6,130,10277,5018675,159.690000000,159.750000000,1,500,1,1,159.450000000,159.930000000,1,200,1,1,159.420000000,160.000000000,701,195,2,5,159.390000000,160.220000000,7,30,2,1,159.360000000,160.250000000,4,7,2,1,159.300000000,160.300000000,208,51,3,2,159.250000000,161.000000000,1,24,1,3,159.200000000,161.860000000,4,5,1,1,159.170000000,162.000000000,1,9,1,2,159.000000000,163.000000000,27,2,4,1,JPM
2022-01-03T11:27:31.948405981Z,2022-01-03T11:27:31.948395407Z,10,2,5993,A,N,1,159.830000000,6,130,10574,5018676,159.690000000,159.750000000,1,500,1,1,159.450000000,159.830000000,1,6,1,1,159.420000000,159.930000000,701,200,2,1,159.390000000,160.000000000,7,195,2,5,159.360000000,160.220000000,4,30,2,1,159.300000000,160.250000000,208,7,3,1,159.250000000,160.300000000,1,51,1,2,159.200000000,161.000000000,4,24,1,3,159.170000000,161.860000000,1,5,1,1,159.000000000,162.000000000,27,9,4,2,JPM
2022-01-03T11:27:32.017647266Z,2022-01-03T11:27:32.017631311Z,10,2,10600,T,B,0,1135.300000000,30,0,15955,5018696,1135.050000000,1135.300000000,17,31,1,2,1135.000000000,1135.380000000,538,12,2,2,1134.920000000,1135.580000000,100,50,1,1,1134.530000000,1135.780000000,6,100,1,1,1134.500000000,1135.800000000,1,1,1,1,1134.300000000,1135.890000000,21,9,2,1,1134.230000000,1135.940000000,2,100,1,1,1134.000000000,1136.000000000,1021,25,3,5,1133.670000000,1136.010000000,9,6,1,1,1133.500000000,1136.030000000,1,1,1,1,TSLA
2022-01-03T11:27:32.017647266Z,2022-01-03T11:27:32.017631311Z,10,2,10600,T,B,0,1135.300000000,1,0,15955,5018697,1135.050000000,1135.300000000,17,1,1,1,1135.000000000,1135.380000000,538,12,2,2,1134.920000000,1135.580000000,100,50,1,1,1134.530000000,1135.780000000,6,100,1,1,1134.500000000,1135.800000000,1,1,1,1,1134.300000000,1135.890000000,21,9,2,1,1134.230000000,1135.940000000,2,100,1,1,1134.000000000,1136.000000000,1021,25,3,5,1133.670000000,1136.010000000,9,6,1,1,1133.500000000,1136.030000000,1,1,1,1,TSLA
2022-01-03T11:27:32.017647266Z,2022-01-03T11:27:32.017631311Z,10,2,10600,T,B,0,1135.380000000,2,0,15955,5018698,1135.050000000,1135.380000000,17,12,1,2,1135.000000000,1135.580000000,538,50,2,1,1134.920000000,1135.780000000,100,100,1,1,1134.530000000,1135.800000000,6,1,1,1,1134.500000000,1135.890000000,1,9,1,1,1134.300000000,1135.940000000,21,100,2,1,1134.230000000,1136.000000000,2,25,1,5,1134.000000000,1136.010000000,1021,6,3,1,1133.670000000,1136.030000000,9,1,1,1,1133.500000000,1136.390000000,1,100,1,1,TSLA
2022-01-03T11:27:32.017647266Z,2022-01-03T11:27:32.017631311Z,10,2,10600,T,B,0,1135.380000000,10,130,15955,5018699,1135.050000000,1135.380000000,17,10,1,1,1135.000000000,1135.580000000,538,50,2,1,1134.920000000,1135.780000000,100,100,1,1,1134.530000000,1135.800000000,6,1,1,1,1134.500000000,1135.890000000,1,9,1,1,1134.300000000,1135.940000000,21,100,2,1,1134.230000000,1136.000000000,2,25,1,5,1134.000000000,1136.010000000,1021,6,3,1,1133.670000000,1136.030000000,9,1,1,1,1133.500000000,1136.390000000,1,100,1,1,TSLA
2022-01-03T11:27:32.017647266Z,2022-01-03T11:27:32.017631311Z,10,2,10600,C,N,0,1135.380000000,10,130,15955,5018699,1135.050000000,1135.580000000,17,50,1,1,1135.000000000,1135.780000000,538,100,2,1,1134.920000000,1135.800000000,100,1,1,1,1134.530000000,1135.890000000,6,9,1,1,1134.500000000,1135.940000000,1,100,1,1,1134.300000000,1136.000000000,21,25,2,5,1134.230000000,1136.010000000,2,6,1,1,1134.000000000,1136.030000000,1021,1,3,1,1133.670000000,1136.390000000,9,100,1,1,1133.500000000,1136.500000000,1,50,1,1,TSLA
2022-01-03T11:27:32.085340179Z,2022-01-03T11:27:32.085330035Z,10,2,10600,C,N,1,1135.780000000,100,130,10144,5018741,1135.050000000,1135.580000000,17,50,1,1,1135.000000000,1135.800000000,538,1,2,1,1134.920000000,1135.890000000,100,9,1,1,1134.530000000,1135.940000000,6,100,1,1,1134.500000000,1136.000000000,1,25,1,5,1134.300000000,1136.010000000,21,6,2,1,1134.230000000,1136.030000000,2,1,1,1,1134.000000000,1136.390000000,1021,100,3,1,1133.670000000,1136.500000000,9,50,1,1,1133.500000000,1136.520000000,1,500,1,1,TSLA
2022-01-03T11:27:32.085354462Z,2022-01-03T11:27:32.085343327Z,10,2,10600,C,N,4,1136.010000000,6,130,11135,5018743,1135.050000000,1135.580000000,17,50,1,1,1135.000000000,1135.800000000,538,1,2,1,1134.920000000,1135.890000000,100,9,1,1,1134.530000000,1135.940000000,6,100,1,1,1134.500000000,1135.980000000,1,100,1,1,1134.300000000,1136.000000000,21,25,2,5,1134.230000000,1136.030000000,2,1,1,1,1134.000000000,1136.390000000,1021,100,3,1,1133.670000000,1136.500000000,9,50,1,1,1133.500000000,1136.520000000,1,500,1,1,TSLA
2022-01-03T11:27:32.298323400Z,2022-01-03T11:27:32.298312782Z,10,2,10600,A,N,2,1134.930000000,100,130,10618,5018804,1135.050000000,1135.580000000,17,50,1,1,1135.000000000,1135.800000000,538,1,2,1,1134.930000000,1135.890000000,100,9,1,1,1134.530000000,1135.940000000,6,100,1,1,1134.500000000,1135.980000000,1,100,1,1,1134.300000000,1136.000000000,21,25,2,5,1134.230000000,1136.030000000,2,1,1,1,1134.000000000,1136.390000000,1021,100,3,1,1133.670000000,1136.500000000,9,50,1,1,1133.500000000,1136.520000000,1,500,1,1,TSLA
2022-01-03T11:27:33.549386575Z,2022-01-03T11:27:33.549375046Z,10,2,10600,A,N,7,1136.350000000,6,130,11529,5019262,1135.050000000,1135.580000000,17,50,1,1,1135.000000000,1135.800000000,538,1,2,1,1134.930000000,1135.890000000,100,9,1,1,1134.530000000,1135.940000000,6,100,1,1,1134.500000000,1135.980000000,1,100,1,1,1134.300000000,1136.000000000,21,25,2,5,1134.230000000,1136.030000000,2,1,1,1,1134.000000000,1136.350000000,1021,6,3,1,1133.670000000,1136.390000000,9,100,1,1,1133.500000000,1136.500000000,1,50,1,1,TSLA
2022-01-03T11:27:33.565401569Z,2022-01-03T11:27:33.565391290Z,10,2,10600,C,N,2,1134.930000000,100,130,10279,5019263,1135.050000000,1135.580000000,17,50,1,1,1135.000000000,1135.800000000,538,1,2,1,1134.530000000,1135.890000000,6,9,1,1,1134.500000000,1135.940000000,1,100,1,1,1134.300000000,1135.980000000,21,100,2,1,1134.230000000,1136.000000000,2,25,1,5,1134.000000000,1136.030000000,1021,1,3,1,1133.670000000,1136.350000000,9,6,1,1,1133.500000000,1136.390000000,1,100,1,1,1133.050000000,1136.500000000,1,50,1,1,TSLA
2022-01-03T11:27:33.565414533Z,2022-01-03T11:27:33.565403783Z,10,2,10600,A,N,2,1134.720000000,100,130,10750,5019264,1135.050000000,1135.580000000,17,50,1,1,1135.000000000,1135.800000000,538,1,2,1,1134.720000000,1135.890000000,100,9,1,1,1134.530000000,1135.940000000,6,100,1,1,1134.500000000,1135.980000000,1,100,1,1,1134.300000000,1136.000000000,21,25,2,5,1134.230000000,1136.030000000,2,1,1,1,1134.000000000,1136.350000000,1021,6,3,1,1133.670000000,1136.390000000,9,100,1,1,1133.500000000,1136.500000000,1,50,1,1,TSLA
2022-01-03T11:27:34.956400983Z,2022-01-03T11:27:34.956390238Z,10,2,27,A,N,3,178.280000000,29,130,10745,5019821,178.390000000,178.450000000,1,70,1,2,178.320000000,178.490000000,901,83,3,2,178.300000000,178.500000000,767,115,7,3,178.280000000,178.540000000,83,31,4,1,178.270000000,178.550000000,46,1,3,1,178.260000000,178.560000000,1,400,1,1,178.250000000,178.590000000,38,20,4,1,178.240000000,178.610000000,6,1,2,1,178.230000000,178.690000000,1,260,1,1,178.220000000,178.800000000,1,20,1,2,AAPL
2022-01-03T11:27:36.310766614Z,2022-01-03T11:27:36.310756289Z,10,2,11601,C,N,2,61.860000000,43,130,10325,5021167,61.710000000,61.830000000,6,502,1,2,61.700000000,61.850000000,710,50,3,1,61.670000000,61.860000000,50,2,1,1,61.650000000,61.880000000,1403,42,5,1,61.630000000,61.890000000,5,600,1,1,61.590000000,61.900000000,10,50,1,1,61.530000000,61.960000000,508,3,2,1,61.520000000,62.000000000,112,15,1,1,61.500000000,62.100000000,181,30,2,2,61.490000000,62.200000000,35,10,1,1,XOM
2022-01-03T11:27:36.310831390Z,2022-01-03T11:27:36.310820732Z,10,2,11601,A,N,1,61.840000000,47,130,10658,5021168,61.710000000,61.830000000,6,502,1,2,61.700000000,61.840000000,710,47,3,1,61.670000000,61.850000000,50,50,1,1,61.650000000,61.860000000,1403,2,5,1,61.630000000,61.880000000,5,42,1,1,61.590000000,61.890000000,10,600,1,1,61.530000000,61.900000000,508,50,2,1,61.520000000,61.960000000,112,3,1,1,61.500000000,62.000000000,181,15,2,1,61.490000000,62.100000000,35,30,1,2,XOM
2022-01-03T11:27:36.311518631Z,2022-01-03T11:27:36.311508375Z,10,2,11601,C,N,1,61.840000000,47,130,10256,5021169,61.710000000,61.830000000,6,502,1,2,61.700000000,61.850000000,710,50,3,1,61.670000000,61.860000000,50,2,1,1,61.650000000,61.880000000,1403,42,5,1,61.630000000,61.890000000,5,600,1,1,61.590000000,61.900000000,10,50,1,1,61.530000000,61.960000000,508,3,2,1,61.520000000,62.000000000,112,15,1,1,61.500000000,62.100000000,181,30,2,2,61.490000000,62.200000000,35,10,1,1,XOM
2022-01-03T11:27:36.314541541Z,2022-01-03T11:27:36.314531116Z,10,2,11601,C,N,3,61.650000000,600,130,10425,5021172,61.710000000,61.830000000,6,502,1,2,61.700000000,61.850000000,710,50,3,1,61.670000000,61.860000000,50,2,1,1,61.650000000,61.880000000,803,42,4,1,61.630000000,61.890000000,5,600,1,1,61.590000000,61.900000000,10,50,1,1,61.530000000,61.960000000,508,3,2,1,61.520000000,62.000000000,112,15,1,1,61.500000000,62.100000000,181,30,2,2,61.490000000,62.200000000,35,10,1,1,XOM
2022-01-03T11:27:36.349220678Z,2022-01-03T11:27:36.349210323Z,10,2,11601,C,N,1,61.850000000,50,130,10355,5021210,61.710000000,61.830000000,6,502,1,2,61.700000000,61.860000000,710,2,3,1,61.670000000,61.880000000,50,42,1,1,61.650000000,61.890000000,803,600,4,1,61.630000000,61.900000000,5,50,1,1,61.590000000,61.960000000,10,3,1,1,61.530000000,62.000000000,508,15,2,1,61.520000000,62.100000000,112,30,1,2,61.500000000,62.200000000,181,10,2,1,61.490000000,62.300000000,35,10,1,1,XOM
2022-01-03T11:27:36.352301724Z,2022-01-03T11:27:36.352290478Z,10,2,11601,A,N,1,61.840000000,50,130,11246,5021218,61.710000000,61.830000000,6,502,1,2,61.700000000,61.840000000,710,50,3,1,61.670000000,61.860000000,50,2,1,1,61.650000000,61.880000000,803,42,4,1,61.630000000,61.890000000,5,600,1,1,61.590000000,61.900000000,10,50,1,1,61.530000000,61.960000000,508,3,2,1,61.520000000,62.000000000,112,15,1,1,61.500000000,62.100000000,181,30,2,2,61.490000000,62.200000000,35,10,1,1,XOM
2022-01-03T11:27:36.370790407Z,2022-01-03T11:27:36.370779354Z,10,2,11601,A,N,5,61.620000000,600,130,11053,5021224,61.710000000,61.830000000,6,502,1,2,61.700000000,61.840000000,710,50,3,1,61.670000000,61.860000000,50,2,1,1,61.650000000,61.880000000,803,42,4,1,61.630000000,61.890000000,5,600,1,1,61.620000000,61.900000000,600,50,1,1,61.590000000,61.960000000,10,3,1,1,61.530000000,62.000000000,508,15,2,1,61.520000000,62.100000000,112,30,1,2,61.500000000,62.200000000,181,10,2,1,XOM
2022-01-03T11:27:36.424817323Z,2022-01-03T11:27:36.424806666Z,10,2,11601,A,N,2,61.860000000,600,130,10657,5021233,61.710000000,61.830000000,6,502,1,2,61.700000000,61.840000000,710,50,3,1,61.670000000,61.860000000,50,602,1,2,61.650000000,61.880000000,803,42,4,1,61.630000000,61.900000000,5,50,1,1,61.620000000,61.960000000,600,3,1,1,61.590000000,62.000000000,10,15,1,1,61.530000000,62.100000000,508,30,2,2,61.520000000,62.200000000,112,10,1,1,61.500000000,62.300000000,181,10,2,1,XOM
2022-01-03T11:27:36.442402705Z,2022-01-03T11:27:36.442392204Z,10,2,10600,A,N,3,1135.920000000,100,130,10501,5021261,1135.050000000,1135.580000000,17,50,1,1,1135.000000000,1135.800000000,538,1,2,1,1134.720000000,1135.890000000,100,9,1,1,1134.530000000,1135.920000000,6,100,1,1,1134.500000000,1135.940000000,1,100,1,1,1134.300000000,1136.000000000,21,25,2,5,1134.230000000,1136.030000000,2,1,1,1,1134.000000000,1136.350000000,1021,6,3,1,1133.670000000,1136.390000000,9,100,1,1,1133.500000000,1136.500000000,1,50,1,1,TSLA
2022-01-03T11:27:37.288388229Z,2022-01-03T11:27:37.288377448Z,10,2,11601,A,N,0,61.820000000,47,130,10781,5021629,61.710000000,61.820000000,6,47,1,1,61.700000000,61.830000000,710,502,3,2,61.670000000,61.840000000,50,50,1,1,61.650000000,61.860000000,803,602,4,2,61.630000000,61.880000000,5,42,1,1,61.620000000,61.900000000,600,50,1,1,61.590000000,61.960000000,10,3,1,1,61.530000000,62.000000000,508,15,2,1,61.520000000,62.100000000,112,30,1,2,61.500000000,62.200000000,181,10,2,1,XOM
2022-01-03T11:27:37.323737867Z,2022-01-03T11:27:37.323727467Z,10,2,11601,C,N,2,61.840000000,50,130,10400,5021638,61.710000000,61.820000000,6,47,1,1,61.700000000,61.830000000,710,502,3,2,61.670000000,61.860000000,50,602,1,2,61.650000000,61.880000000,803,42,4,1,61.630000000,61.900000000,5,50,1,1,61.620000000,61.960000000,600,3,1,1,61.590000000,62.000000000,10,15,1,1,61.530000000,62.100000000,508,30,2,2,61.520000000,62.200000000,112,10,1,1,61.500000000,62.300000000,181,10,2,1,XOM
2022-01-03T11:27:37.326938770Z,2022-01-03T11:27:37.326927992Z,10,2,11601,A,N,1,61.830000000,50,130,10778,5021639,61.710000000,61.820000000,6,47,1,1,61.700000000,61.830000000,710,552,3,3,61.670000000,61.860000000,50,602,1,2,61.650000000,61.880000000,803,42,4,1,61.630000000,61.900000000,5,50,1,1,61.620000000,61.960000000,600,3,1,1,61.590000000,62.000000000,10,15,1,1,61.530000000,62.100000000,508,30,2,2,61.520000000,62.200000000,112,10,1,1,61.500000000,62.300000000,181,10,2,1,XOM
2022-01-03T11:27:37.584403239Z,2022-01-03T11:27:37.584392578Z,10,2,7627,A,N,0,299.700000000,69,130,10661,5021799,299.640000000,299.700000000,5,69,3,1,299.500000000,299.800000000,43,5,2,1,299.460000000,299.900000000,1,100,1,1,299.420000000,299.920000000,268,93,3,2,299.320000000,299.930000000,101,20,2,1,299.300000000,299.940000000,1,1,1,1,299.150000000,299.950000000,3,36,2,1,299.140000000,299.980000000,20,18,1,1,299.120000000,299.990000000,100,201,1,2,299.000000000,300.000000000,240,665,12,33,NVDA
2022-01-03T11:27:37.829987339Z,2022-01-03T11:27:37.829977123Z,10,2,5993,C,N,1,159.830000000,6,130,10216,5021904,159.690000000,159.750000000,1,500,1,1,159.450000000,159.930000000,1,200,1,1,159.420000000,160.000000000,701,195,2,5,159.390000000,160.220000000,7,30,2,1,159.360000000,160.250000000,4,7,2,1,159.300000000,160.300000000,208,51,3,2,159.250000000,161.000000000,1,24,1,3,159.200000000,161.860000000,4,5,1,1,159.170000000,162.000000000,1,9,1,2,159.000000000,163.000000000,27,2,4,1,JPM
2022-01-03T11:27:37.830068893Z,2022-01-03T11:27:37.830058511Z,10,2,5993,A,N,1,159.810000000,6,130,10382,5021905,159.690000000,159.750000000,1,500,1,1,159.450000000,159.810000000,1,6,1,1,159.420000000,159.930000000,701,200,2,1,159.390000000,160.000000000,7,195,2,5,159.360000000,160.220000000,4,30,2,1,159.300000000,160.250000000,208,7,3,1,159.250000000,160.300000000,1,51,1,2,159.200000000,161.000000000,4,24,1,3,159.170000000,161.860000000,1,5,1,1,159.000000000,162.000000000,27,9,4,2,JPM
2022-01-03T11:27:37.872707322Z,2022-01-03T11:27:37.872696729Z,10,2,7627,A,N,7,299.980000000,200,130,10593,5021915,299.640000000,299.700000000,5,69,3,1,299.500000000,299.800000000,43,5,2,1,299.460000000,299.900000000,1,100,1,1,299.420000000,299.920000000,268,93,3,2,299.320000000,299.930000000,101,20,2,1,299.300000000,299.940000000,1,1,1,1,299.150000000,299.950000000,3,36,2,1,299.140000000,299.980000000,20,218,1,2,299.120000000,299.990000000,100,201,1,2,299.000000000,300.000000000,240,665,12,33,NVDA
2022-01-03T11:27:37.975616663Z,2022-01-03T11:27:37.975606150Z,10,2,7627,A,N,7,299.970000000,200,130,10513,5021952,299.640000000,299.700000000,5,69,3,1,299.500000000,299.800000000,43,5,2,1,299.460000000,299.900000000,1,100,1,1,299.420000000,299.920000000,268,93,3,2,299.320000000,299.930000000,101,20,2,1,299.300000000,299.940000000,1,1,1,1,299.150000000,299.950000000,3,36,2,1,299.140000000,299.970000000,20,200,1,1,299.120000000,299.980000000,100,18,1,1,299.000000000,299.990000000,240,201,12,2,NVDA
2022-01-03T11:27:38.075938627Z,2022-01-03T11:27:38.075927958Z,10,2,7627,A,N,6,299.950000000,200,130,10669,5022100,299.640000000,299.700000000,5,69,3,1,299.500000000,299.800000000,43,5,2,1,299.460000000,299.900000000,1,100,1,1,299.420000000,299.920000000,268,93,3,2,299.320000000,299.930000000,101,20,2,1,299.300000000,299.940000000,1,1,1,1,299.150000000,299.950000000,3,236,2,2,299.140000000,299.980000000,20,18,1,1,299.120000000,299.990000000,100,201,1,2,299.000000000,300.000000000,240,665,12,33,NVDA
2022-01-03T11:27:38.461676940Z,2022-01-03T11:27:38.461666810Z,10,2,11601,C,N,2,61.860000000,600,130,10130,5022225,61.710000000,61.820000000,6,47,1,1,61.700000000,61.830000000,710,552,3,3,61.670000000,61.860000000,50,2,1,1,61.650000000,61.880000000,803,42,4,1,61.630000000,61.900000000,5,50,1,1,61.620000000,61.960000000,600,3,1,1,61.590000000,62.000000000,10,15,1,1,61.530000000,62.100000000,508,30,2,2,61.520000000,62.200000000,112,10,1,1,61.500000000,62.300000000,181,10,2,1,XOM
2022-01-03T11:27:38.516362182Z,2022-01-03T11:27:38.516351898Z,10,2,11601,C,N,2,61.670000000,50,130,10284,5022246,61.710000000,61.820000000,6,47,1,1,61.700000000,61.830000000,710,552,3,3,61.650000000,61.860000000,803,2,4,1,61.630000000,61.880000000,5,42,1,1,61.620000000,61.900000000,600,50,1,1,61.590000000,61.960000000,10,3,1,1,61.530000000,62.000000000,508,15,2,1,61.520000000,62.100000000,112,30,1,2,61.500000000,62.200000000,181,10,2,1,61.490000000,62.300000000,35,10,1,1,XOM
2022-01-03T11:27:38.516403652Z,2022-01-03T11:27:38.516393053Z,10,2,11601,C,N,0,61.820000000,47,130,10599,5022247,61.710000000,61.830000000,6,552,1,3,61.700000000,61.860000000,710,2,3,1,61.650000000,61.880000000,803,42,4,1,61.630000000,61.900000000,5,50,1,1,61.620000000,61.960000000,600,3,1,1,61.590000000,62.000000000,10,15,1,1,61.530000000,62.100000000,508,30,2,2,61.520000000,62.200000000,112,10,1,1,61.500000000,62.300000000,181,10,2,1,61.490000000,62.500000000,35,11,1,2,XOM
